prefix_hex,prefix_u32_le,accx,accy,accz,gyrx,gyry,gyrz
FF-0F-F1-05,99684351,884,16120,-2384,-32,10,81
FF-0F-F2-05,99749887,858,16102,-2616,-32,10,81
FF-0F-F3-05,99815423,1074,16108,-2196,-51,-93,48
FF-0F-F4-05,99880959,834,16146,-2770,-51,-93,48
FF-0F-F5-05,99946495,842,16058,-2810,-51,-162,16
FF-0F-F6-05,100012031,740,16108,-2592,-51,-162,16
FF-0F-F7-05,100077567,822,16072,-2702,-59,-137,2
FF-0F-F8-05,100143103,910,16038,-2866,-59,-137,2
FF-0F-F9-05,100208639,894,15902,-2818,-63,-106,12
FF-0F-FA-05,100274175,794,16086,-2646,-63,-106,12
FF-0F-FB-05,100339711,828,16110,-2654,-72,-21,-13
FF-0F-FC-05,100405247,886,16090,-2726,-72,-21,-13
FF-0F-FD-05,100470783,996,15902,-2728,-89,-12,-20
FF-0F-FE-05,100536319,894,15966,-2642,-89,-12,-20
FF-0F-FF-05,100601855,764,16058,-2388,-86,50,-76
FF-0F-00-06,100667391,612,16266,-2342,-86,50,-76
FF-0F-01-06,100732927,602,16138,-2520,-76,35,-90
FF-0F-02-06,100798463,642,16030,-2510,-76,35,-90
FF-0F-03-06,100863999,728,16082,-2604,-61,19,-51
FF-0F-04-06,100929535,666,16124,-2416,-61,19,-51
FF-0F-05-06,100995071,680,16106,-2392,-67,-6,-33
FF-0F-06-06,101060607,632,16198,-2470,-67,-6,-33
FF-0F-07-06,101126143,842,16178,-2392,-78,-42,-10
FF-0F-08-06,101191679,644,16132,-2400,-78,-42,-10
FF-0F-09-06,101257215,678,16134,-2380,-82,-56,0
FF-0F-0A-06,101322751,750,16116,-2390,-82,-56,0
